时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年02月01日 01:29,4466968478101809,WuXingxing777,3314459261,1,0,12,"
                    快被新冠肺炎憋出病了，给妈妈画上美美的妆，去少人的大阁晒晒太阳，出门别忘带口罩喽😷。20200129 2黔东南·大阁广场 ​                ",0
2020年02月01日 01:28,4466968461069273,医学界网站,2780297340,140,108,1008,"
                    #双黄连可抑制新型冠状病毒#【实验半天完成：新冠肺炎，可防可治】不知道屠呦呦老师看到是什么心情 ​                ",1
2020年02月01日 01:25,4466967669359544,青鸟226,2768906337,1,0,0,"
                    【大国利刃】重大消息！仅用72小时，成功治愈4例新冠肺炎！欧洲权威专家雾化治疗随着武汉新冠肺炎不断增长 仅用72小时，成功治愈4例新冠肺炎！欧洲权威专家带来好消息 O网页链接 ​                ",3
2020年02月01日 01:25,4466967660948912,许京甫,5464295738,8,0,4,"
                    #一月再见# 2020年的一月大部分时间都在医院里陪母亲渡过了。希望明天再次的手术能够开始真正康复起来。也希望肆虐华夏大地的新冠肺炎早日离开人间。二月，顺遂无虞，皆得所愿！ ​                ",1
2020年02月01日 01:25,4466967634990959,好汉李二狗丶,1827727765,5,1,20,"
                    #双黄连可抑制新型冠状病毒# ⚠️⚠️⚠️惊爆⚠️⚠️⚠️根据我最新的没有任何科学依据的人体实验表明，健胃消食片可以一定程度预防新冠肺炎，因为响应国家号召在家呆着没事就要吃东西，一吃就吃多了，吃多了就难受想出门溜达，eí！这个时候，健胃消食片能够增强胃动力，减缓积食，消化后你就可以宅家里继续吃，如此循环，你就没有出门接触病毒的机会了！副作用目前看来是：会胖！ 收起全文d
                ",-8.0
2020年02月01日 01:25,4466967567747684,伴莲,1926513930,0,0,0,"
                    # 腾讯新闻 # 北京对接触新冠肺炎病例的医务人员给予每天300元补助O北京对接触新冠肺炎病例的医务人员给予每天300 元补助 来自@腾讯新闻 ​                ",4
2020年02月01日 01:23,4466967178510730,嘉晏Amy,1762961413,5,0,1,"
                    这次疫情不能更同意鲁迅的那句话了，学医不能救人，人怎么可以这么坏？人怎么还可以这么愚蠢？令人发指，我觉得有些人的坏和有些人的愚昧比新冠肺炎更可怕。 ​                ",-6.0
2020年02月01日 01:23,4466967090485196,Ww夏夏夏,3606606582,0,0,0,"
                    一日游结束#万众一心抗击新冠肺炎# 2乐清市 ​                ",0
2020年02月01日 01:22,4466966880468097,达瓦里希利物浦,5976927653,0,0,0,"
                    WHO目前的官方建议是没有专门预防和治疗新冠病毒肺炎的药物，没有。我不算科研狗，只是小小地参与过一点计算方面的实验，我知道一个结论的得出是需要数据来支撑的，既然上海药物所和武汉病毒所得出了这个结论，能不能把相关的实验数据公布一下，我们看不懂，自然有专家看懂给我们解释。去看我的送高宗了。 收起全文d
                ",8.5
2020年02月01日 01:20,4466966322215157,烟的小恶魔,3945291085,4,0,1,"
                    不该存在个什么机构或者机制，强制传唤那41位患者并详细调查他们的行踪吗我们即使能够做到人类全隔离治愈新冠肺炎，但在源头没有弄清的情况下它随时有卷土重来的可能性啊 ​                ",-3
2020年02月01日 01:20,4466966271770748,郑漂赵赵Vlog,3667386404,0,0,0,"
                    发布了头条文章：《万瑞机械向紧急救援新冠肺炎项目捐赠善款》  O万瑞机械向紧急救援新冠肺炎项目捐赠善款 ​                ",0
2020年02月01日 01:17,4466965555429859,不只有云知道,2645641463,4,0,1,"
                    #双黄连可抑制新型冠状病毒# 双黄连治不治新冠肺炎我不知道，但双黄连确确实实有助于憨批的鉴别诊断。  ​​​ 2武威 ​                ",0
2020年02月01日 01:16,4466965403617763,Royees_爱体育,1651241757,11,0,4,"
                    作为一个中医爱好者，我提醒各位一下，双黄连具有极寒性，除非你“有幸”感染了新冠肺炎，否则无端服用双黄连百害而无一利，特别对于体寒、体虚的人，如果在无病情况下服用双黄连，相当于月经期间吃冰糕。就说这么多。 ​                ",-5
2020年02月01日 01:16,4466965286336078,SupineHerman,1824622571,4,0,2,"
                    真是心疼现在还在国外的留学生了，无形之中又会因为新冠肺炎承受更大的心理压力。🤦‍♂️ ​                ",2.0
2020年02月01日 01:16,4466965207233581,车载娱乐V,1841017701,0,1,0,"
                    #双黄连可抑制新型冠状病毒##藿香正气口服液等成新型肺炎推荐用药# 那么多库存车，就没有一款能抗新冠病毒的？ ​                ",-4.0
2020年02月01日 01:15,4466965181734469,Last小亮丶,6735678305,17,0,6,"
                    波特兰伐木工笑话两则一.主任：对付新冠肺炎，中医药应发挥更大作用。专家：👌可以发挥。主任：板蓝根有效么。专家：可以有效。主任：连花清瘟呢。专家：可以有效。主任：双黄连呢。专家：可以有效。主任：那赶快给病人挂上。专家：使不得，只能用口服液。主任：为何，口服液都有效，注射液不是见效更快么。专家：因为注射液真能打死人。二.主任要求医院门口摆放一大幅“中药战胜肺炎”的宣传画。几日后，主任去视察，发现医院画了一只大蝙蝠和一个红十字相对抗。主任问院长，病毒来自蝙蝠，这我能理解，可红十字只能代表医护，无法体现中医药的特色啊。院长说，您误会了，这个红十字代表的是病毒。主任不解地问，那中药去哪儿了。院长说，蝙蝠就是中药。 收起全文d
                ",9
2020年02月01日 01:15,4466965059815922,纸重江湖,6247475563,0,0,3,"
                    双黄连本来就是广谱抗病毒中成药，就跟头孢用来广谱抗菌是类似的双黄连多用于肺热咳喘，所以在新冠肺炎也有效用不要说双黄连没用，但是抢双黄连没必要 ​                ",0.0
2020年02月01日 01:15,4466965034588545,lxh心静,2714784534,0,0,0,"
                    督查组，应该好好查一下，谁在用命救人，又是谁动用特权『口罩自己缝，身披垃圾袋！看武汉协和医院抗击新冠肺炎的“上帝武装”！』O口罩自己缝，身披垃圾袋！看武汉协和医院抗击新冠肺炎的“上帝武装”！ ​                ",-1
2020年02月01日 01:15,4466964996638867,霍小兵,1403936721,3,13,22,"
                    德国巴伐利亚卫生部宣布:德国此前确诊的四个新冠肺炎患者，四个均已无新冠肺炎临床症状，再有以后连续两天病毒测试为阴性就可以出院了，德国采用的是雾化手段，直接将杀病毒药物溶液雾化，经口鼻吸入通过呼吸道进入肺部，希望能有进一步好消息，四人能够早日康复出院。 ​                ",3
2020年02月01日 01:14,4466964925996893,猫子叽叮,1376268127,6,0,12,"
                    #双黄连可抑制新型冠状病毒#抑制！抑制！懂嘛！结果一个个正常人把病人需要的双黄连全抢光了还莫名其妙去抢鸡鸭鹅猪牛羊兽用的双黄连疯了吧，去抢那么多，屯在家干嘛我也是不懂可以备一盒在家，其他的留给真正需要的人好嘛！而且没得病去喝它干嘛有副作用好嘛！现在还在临床研究好嘛！你知道喝几瓶能管用？难道就喝双黄连口服液就可以治愈新冠肺炎了？打算自己在家喝这些口服液治病，不打算去医院了？哇，这个热搜我真的是无语真的很不负责任 收起全文d
                ",4.0
2020年02月01日 01:14,4466964913380149,刘刘刘拉举,6130024123,20,4,114,"
                    第一，除了疫苗，所有药物都不可能预防病毒感染。第二，滥用乱用中成药是会出问题的。#双黄连可抑制新型冠状病毒# 什么都说明不了，高度酒精还能灭活病毒呢。谁敢说它可以预防和治疗新冠肺炎？慌可以理解，别傻。 ​                ",3.0
2020年02月01日 01:14,4466964866598769,西南季风_,2518195897,6,1,6,"
                    最新研究表明 家中摆放紫水晶与浅紫水晶有助于抑制新冠病毒肺炎 带货女王小s代言，快来订购吧！ ​                ",3
2020年02月01日 01:14,4466964808096152,好好构思,6029747422,0,0,0,"
                    红会和慈善总会，是没有权利决定善款和物资分配的！！！翻译成人话:所有的钱和东西，怎么分，不是红会决定，不是慈善总会决定。是“武汉市新冠肺炎防控指挥部”决定的。O武汉市新冠肺炎防控指挥部通告（第4号） ​                ",8
2020年02月01日 01:14,4466964783559571,峥哥不是衙内,1751980861,0,2,0,"
                    我不在乎我们有多少航母，但我希望新冠肺炎患者，至少都能被医院收治；我不在乎奥运拿多少金牌，但我希望冲上一线的医务人员都有防护服和口罩，我不在乎CDC的官员发几篇SCI，但我希望他们面对疫情，能及时公开不要欺骗我们；我不在乎我们的官员是不是叫人民公仆，但我希望，他们真把人民的利益放在心上。 收起全文d
                ",4
2020年02月01日 01:13,4466964547918895,圆圆堆圆圆的雪人,1435232697,0,0,0,"
                    【千万不要跟风，人民日报的操作是对人民健康的不负责任！！！！！】用中医药抗击新冠病毒性肺炎固然是巨大进步，但中医药的特殊性在于辩证！现在一线和后方的中医师多数倾向于对于武汉的病患而言，是寒湿为主，用药还是以辛温药为主，双黄连偏寒凉，用不对反而加重病情！！！！！！所以一定要让大家由合格中医师指导下用药！！！！！！ 收起全文d
                ",7
2020年02月01日 01:13,4466964544022916,笨笨滴兔子xn,5824932908,1,0,0,"
                    今天发生的都是些什么事呀#新冠肺炎# 治疗双黄连口服液、藿香正气水、还被翻出非典时有高校专家推荐洁尔阴吸入用，武汉红十字会piapia打脸，侵吞物资，慈善总会钱款拨付不明，白岩松#白岩松# 也深陷红十字会，发一堆恶心人的言论再会吧 2湖州 ​                ",2.5
2020年02月01日 01:13,4466964464112205,alette的嘟囔,1342758324,0,0,1,"
                    #抗击新冠肺炎工作日记# 终于喝了夜班的第一口水15个航班1300+旅客顺利入境，无发热有惊无险的完成上半程，小伸一下我的老腰，准备迎接下半程 2天津·天津滨海国际机场 ​                ",2
2020年02月01日 01:12,4466964241844915,深圳潮流时尚·虎,5747190802,0,0,2,"
                    抗击新冠肺炎已经到了关键时刻，你丫到底说不说？ ​#双黄连可抑制新型冠状病毒##深圳爆料# ​                ",-1
2020年02月01日 01:12,4466964200066139,一颗白菜吧,1829299633,1,0,0,"
                    红会没有实权，所有钱和东西，怎么分，是『武汉市新冠肺炎防控指挥部』决定的。  ​​​ 2上海·同济大学 ​                ",2
2020年02月01日 01:11,4466964195857682,四川南充消防,2455432512,1,0,3,"
                    #万众一心抗击新冠肺炎# 【新冠肺炎流行期间 要出门购物怎么办？】准备好口罩、手套、一次性擦手巾、免洗洗手液；如果选择乘坐公共交通，尽量不触碰扶手，尽可能远离他人至少1米；到达购物场所后，不要接触、购买和食用野生动物，避免前往售卖活体动物……想要出门购物，却不知道怎么办？戳视频！防护知识get起来！  L中新视频的秒拍视频 收起全文d
                ",4
2020年02月01日 01:11,4466964174837288,潋滟一粟,2187496301,0,0,0,"
                    抗击新冠肺炎疫情一一老大爷硬核，省委书记来了也不让进村。＂村里不让进，要没有多少事情，你们也是生人，你们也早点离开。＂【热门视频】精彩视频，尽在QQ浏览器 O硬核！省委书记进村检查疫情吃“闭门羹”，大爷：你们也是生人 ​                ",3
2020年02月01日 01:11,4466964069723639,姜一齐,2503637695,0,0,0,"
                    湖北红十字会的骚操作： 第一步：告诉大家，这批口罩的型号填错了，不是“N95”，而是“KN95”。 为什么上来先说明这一点，而不是回应大家对数字的关切呢。因为这是为后面的说明埋下了一个伏笔，看到后面那就明白了。 第二步：告诉大家，为啥有4000个口罩不知去向了呢，是因为我们把数字填错了。 武汉仁爱医院和武汉天佑医院，两家不是各领了1.6万个，而是1.8个。 现在加起来，正好3.6万个了吧。至于数字出错的原因嘛？工作失误。 第三步：他们要解释为啥这么多口罩不拨给像武汉协和医院这种物资紧缺的医疗结构呢？ 答案是“经向卫生健康部门了解，该型号不能用于新冠肺炎治疗定点医院一线医护人员防护，但可用于普通防护。” 看到这里，你就能明白他们为啥要在更正说明里上来就把口罩的型号从“N95”改成“KN95”了。 但是吧，托这些天铺天盖地的科普帖的福，现在是个人就知道 “KN95”是中国的口罩标准，而“N95”是美国的口罩标准，而“N95”和“KN95”的防护标准是一样样的。 第四步：在解释为啥要给武汉仁爱医院和武汉天佑医院各发放1.8万只口罩的问题时。 湖北省红十字会更牛逼的操作出现了：“当时因为武汉科技大学附属天佑医院、武汉仁爱医院向省红十字会发来紧急求助信息，申请紧急救助，提出也参与了新冠肺炎防治工作，在本医院也有很多发热群众候诊就医，急需防护用品。经沟通，本着人道救急的客观需求和当时的物资现状，捐赠给武汉科技大学附属天佑医院1.8万个口罩、武汉仁爱医院1.8万个口罩。” 就问你们服不服，就在同一段说明中，前一句说的是不能用于一线医护人员防护，只能用于普通防护。紧接着就能捐赠给参与新冠肺炎防治工作、需要面对很多发热群众的医院的一线医护人员。 如果明知道这些口罩不能用于一线医护人员而让武汉天佑医院、武汉仁爱医院的医护人员使用，引发了严重后果的，这到底是滥用职权、玩忽职守还是故意伤害呢？！而且，根据网络上流传的图片，武汉仁爱医院截至2020年1月31日早上八点，在其网络接诊平台上还告知咨询者现在只接收妇产科的病人，不接收发热患者。 想想也能理解，就算武汉市民发烧再严重，也不会去一家以不孕不育、医疗美容为主打的医院求救。毕竟发烧是因为肺炎，又不是脑子被烧坏了。 我们就想问问撰写这份说明的湖北省红十字会的同志，您到底是向哪个“卫生健康部门”了解的，是这位部门的哪位同志给您的解释。 本来，我是抱着不管你们信不信，反正我要信的态度来看待湖北省红十字会的这份更正说明的。 但就这不足千字却错误百出、前后矛盾的说明，实在是真的让人无法相信，我们真的做不到啊！ 而这些，还只是这份更正说明从表面上就能看出来的毛病。 至于有人说，捐赠这批口罩的企业与受捐赠的武汉仁爱医院是一个老板，存在虚假捐赠的问题，就有待有关部门通过天眼查等软件去进一步核实。这里就不再多说，以免有造谣的嫌疑。2020年1月28日，湖北省委副书记、武汉市委书记在新闻发布会上说： 所有捐赠的物资一定要通过红十字会，避免在疫情防疫防治过程中，由于混乱被人钻空子，但现在的问题是，如果湖北省红十字会本身就是空子的话，又该怎么办呢？也许，湖北省审计厅和监察委的同志也该行动起来了。 对于，还是让我们回归到这批口罩的最终去向上去吧。武汉仁爱医院领取到这1.8万个KN95的口罩用到哪里去了呢？仁爱医院的院长给出了答案：分发给员工，家属，附近居民。而与此同时：协和医院一线医师自己缝制口罩！文章转自：cu检说法#湖北省红十字会口罩使用情况更正说明# 收起全文d
                ",27.5
2020年02月01日 01:10,4466963809592298,丹东常涛,2098982751,1,0,3,"
                    双黄连口服液。他们一天就做完了药物实验 证明能抑制新冠肺炎病毒？ 真快啊！ ​                ",1
2020年02月01日 01:09,4466963579343923,海笑一曲苍,7298237662,0,0,1,"
                    朕的江山如此多娇…………曾经的不夜城现在变成空城，抗击新冠肺炎在家葛优躺就是为国分忧！ ​                ",0
2020年02月01日 01:08,4466963348445420,启源玩具,2239900260,0,0,0,"
                    #秒拍视频#我分享了 L中新视频的秒拍视频 ​                ",0
2020年02月01日 01:07,4466963084953709,北口皇哥,1987042523,0,0,0,"
                    #新型冠状病毒感染肺炎#抢双黄连的看看吧，预防新冠，多些理智的人比较好！ 2北京·亦庄·北岸 ​                ",2.0
2020年02月01日 01:07,4466962988120223,醉卧沙场君莫笑wf,5148061172,0,0,1,"
                    最近看微博，一看一哭一看一哭感动的哭，悲伤的哭，愤怒的哭，怒其不争的哭感动于一线的医护人员，解放军战士，还有一些慈善的人员，团结的中国人和武汉人悲伤的是我的祖国，我的人民经历的苦难；一天天不断上涨的诊断人数；我的同事，医务工作者短缺的医疗物资；新冠肺炎构成国际关注的突发公卫事件，我国家的公民被无数国家实施入境管理愤怒的是，国难当头还有人发国难财，散布谣言；有人做假口罩；有人为了谋取利益不择手段；有的甚至贪污给疫区的捐赠的物资；有的领导一问三不知，不懂篮球的人指挥着打篮球，当着裁判怒其不争的是，我们的官媒分不清楚演员和歌手，给双黄连打广告，如果稍微能用一点点心，有一点点求实的意识，也不会出这种低级的错误 收起全文d
                ",-2.0
2020年02月01日 01:06,4466962892039034,兜兜好萌--,5329383081,0,0,1,"
                    自我隔离第八天#新型冠状病毒# 这日子什么时候是个头啊！只想出去放风啊！昨天给小朋友讲了新冠肺炎病毒的绘本，小朋友晚上睡觉跟我说，等没有细菌了，我们出去挖土，挖多多的土！我说，好的，等病毒被打败了，妈妈就带你去公园挖土！可是这病毒什么时候才能被打败呢？现在连个口罩都买不上，普通人有钱都没处买去，尤其宝宝的！在线抓狂，焦虑！焦虑！ L兜兜好萌--的微博视频 收起全文d
                ",-9.0
2020年02月01日 01:06,4466962849129811,福建987私家车广播,1715196611,0,0,0,"
                    【国家卫健委发布#预防新冠肺炎口罩使用指南#】日前，国家卫健委发布《新型冠状病毒感染不同风险人群防护指南》和《预防新型冠状病毒感染的肺炎口罩使用指南》：　　①一次性使用医用口罩：推荐公众在非人员密集的公共场所使用。　　②医用外科口罩：防护效果优于一次性使用医用口罩，推荐疑似病例、公共交通司乘人员、出租车司机、环卫工人、公共场所服务人员等在岗期间佩戴。　　③KN95/N95及以上颗粒物防护口罩：防护效果优于医用外科口罩、一次性使用医用口罩，推荐现场调查、采样和检测人员使用，公众在人员高度密集场所或密闭公共场所也可佩戴。　　④医用防护口罩：推荐发热门诊、隔离病房医护人员及确诊患者转移时佩戴。详细↓↓（via人民网） 收起全文d
                ",3
2020年02月01日 01:06,4466962770333126,敖敖敖昕,6215782038,1,0,6,"
                    希望这场雪带走新冠肺炎 2呼伦贝尔 L榴黏味多巴胺的微博视频 ​                ",1
2020年02月01日 01:05,4466962539550175,阚清闯81976,6037108219,0,0,0,"
                    【大国利刃】重大消息！仅用72小时，成功治愈4例新冠肺炎！欧洲权威专家雾化治疗随着武汉新冠肺炎不断增长 仅用72小时，成功治愈4例新冠肺炎！欧洲权威专家带来好消息 O网页链接 ​                ",3
2020年02月01日 01:04,4466962333974311,平顺政法,6567431866,0,0,0,"
                    【#湖北民警背疑患肺炎昏迷老人就医#】1月30日，湖北省武汉市江岸区一位老人因出现新冠肺炎疑似症状，家属扶他下楼就医，可刚到2层半楼梯口，老人已瘫坐昏迷。危急时刻，闻讯赶到的民警邵玉春挺身而出，将老人背下楼抬上警车，及时送医救治。安哥：别人恐避不及,你们却勇敢而上！#长安守护者#@湖北政法L平安武汉的微博视频 2长治·平顺县 收起全文d
                ",1
2020年02月01日 01:03,4466962182857595,湘潭电视台湘潭新闻,2038218622,4,3,3,"
                    #湖南防控新冠肺炎##湘潭防控新冠肺炎# 【省政府办公厅下发通知：延迟企业复工和学校开学】湖南省人民政府办公厅关于延迟我省企业复工和学校开学的通知各市州、县市区人民政府，省政府各厅委、各直属机构，各有关单位：为加强新型冠状病毒感染的肺炎疫情防控工作，有效减少人员聚集，阻断疫情传播，打赢疫情防控阻击战，更好保障人民群众生命安全和身体健康，按照党中央、国务院防控工作部署，根据《中华人民共和国突发事件应对法》《中华人民共和国传染病防治法》和湖南省重大突发公共卫生事件一级响应机制的有关规定，经省委、省人民政府研究决定，现就延迟我省企业复工和学校开学有关事项通知如下：一、全省行政区域内各类企业复工时间不早于2月9日24时。涉及保障城乡运行的供水、供电、油气、通讯、公共交通、环境保护、市政环卫等行业，疫情防控必需的医疗器械、药品、防护用品生产运输和销售等行业，群众生活必需的超市卖场、食品生产、物流配送等行业和其他涉及重要国计民生及特殊情况急需复工的相关企业除外。用人单位应当依法保障员工合法权益。二、全省中小学、幼儿园2020年春季开学时间不早于2月17日，高等学校开学时间不早于2月24日。具体开学时间，将根据疫情防控情况，经科学评估后确定，由省教育部门提前向社会公布。各技工院校具体开学时间由所在市州统一确定，可与当地其他大中专院校开学时间保持一致。开学之前，各类学校(包括培训机构)不得组织学生返校，不得组织任何形式的线下集中教学活动、集体活动和培训活动。三、对确因工作需要近期返湘的人员，各地各相关部门和所在单位要加强检疫查验和健康防护，所在单位要及时报告相关信息;对来自或去过疫情重点地区的人员，一律严格落实医学观察、隔离等措施，做到全覆盖。四、各类企业、学校及用人单位要落实防控主体责任，加强职工和师生健康监测，提供卫生用品和隔离观察场所，开展环境卫生整治和重点场所消毒，把各项防控和服务保障措施落实落细。湖南省人民政府办公厅2020年1月31日 收起全文d
                ",32
2020年02月01日 01:03,4466962069171827,方外观者_,3672411083,0,0,0,"
                    《人民日报严厉追问之后，湖北省红十字会紧急回应，结果又错了》1月30日，湖北红十字会公布的一份《防控新冠肺炎捐赠物资使用情况公布表》在舆论中炸了锅。O网页链接 ​                ",-2
2020年02月01日 01:03,4466961943412231,湘潭发布,5783936337,2,0,4,"
                    #湖南防控新冠肺炎##湘潭防控新冠肺炎# 【省政府办公厅下发通知：延迟企业复工和学校开学】湖南省人民政府办公厅关于延迟我省企业复工和学校开学的通知各市州、县市区人民政府，省政府各厅委、各直属机构，各有关单位：为加强新型冠状病毒感染的肺炎疫情防控工作，有效减少人员聚集，阻断疫情传播，打赢疫情防控阻击战，更好保障人民群众生命安全和身体健康，按照党中央、国务院防控工作部署，根据《中华人民共和国突发事件应对法》《中华人民共和国传染病防治法》和湖南省重大突发公共卫生事件一级响应机制的有关规定，经省委、省人民政府研究决定，现就延迟我省企业复工和学校开学有关事项通知如下：一、全省行政区域内各类企业复工时间不早于2月9日24时。涉及保障城乡运行的供水、供电、油气、通讯、公共交通、环境保护、市政环卫等行业，疫情防控必需的医疗器械、药品、防护用品生产运输和销售等行业，群众生活必需的超市卖场、食品生产、物流配送等行业和其他涉及重要国计民生及特殊情况急需复工的相关企业除外。用人单位应当依法保障员工合法权益。二、全省中小学、幼儿园2020年春季开学时间不早于2月17日，高等学校开学时间不早于2月24日。具体开学时间，将根据疫情防控情况，经科学评估后确定，由省教育部门提前向社会公布。各技工院校具体开学时间由所在市州统一确定，可与当地其他大中专院校开学时间保持一致。开学之前，各类学校(包括培训机构)不得组织学生返校，不得组织任何形式的线下集中教学活动、集体活动和培训活动。三、对确因工作需要近期返湘的人员，各地各相关部门和所在单位要加强检疫查验和健康防护，所在单位要及时报告相关信息;对来自或去过疫情重点地区的人员，一律严格落实医学观察、隔离等措施，做到全覆盖。四、各类企业、学校及用人单位要落实防控主体责任，加强职工和师生健康监测，提供卫生用品和隔离观察场所，开展环境卫生整治和重点场所消毒，把各项防控和服务保障措施落实落细。湖南省人民政府办公厅2020年1月31日 收起全文d
                ",32
2020年02月01日 01:02,4466961897618201,微-不足道1,3621759265,0,0,2,"
                    德国的什么药用雾化？难道是金银花+黄芩+连翅，裹烟卷儿来抽？把双黄连口服液制成爆珠烟怕是效果不错吧！？『德国用雾化手段治疗新冠肺炎 4名确诊病患已无症状』O德国用雾化手段治疗新冠肺炎 4名确诊病患已无症状 ​                ",7
2020年02月01日 01:02,4466961797204005,aren212,1426980035,0,0,2,"
                    最近，关于新冠病毒肺炎的新闻，正面的、负面的、造谣的......，红色的、黑色的、还有灰色的.....每一名合格的临床职业医生，对疾病，尤其是流行病、传染病有着天然地职业敏感性，对病毒的传播也有自己的理解。但有时候，你真无语！借用佛家的话:世间万事，皆有因果!                                                 一切皆因果，一切皆磨难！ 收起全文d
                ",4.0
2020年02月01日 01:01,4466961671019353,莫妮卡聆风,1432637770,0,0,0,"
                    我觉着吧，双黄连和藿香正气水治新冠肺炎这事，背后定有高人。毕竟大过年的憋在家里的人民群众真的都闲出屁了，没个方向就到处盯，火气还都很大。指个方向，大家就都去抢药了，反正也吃不坏，说不定还能给口罩消毒水什么的腾出点空。 ​                ",3.0
2020年02月01日 01:01,4466961612208956,王俊凯的琦,6021379155,3,0,5,"
                    #双黄连可抑制新型冠状病毒#别抢了……双黄连是抑制病毒的，换句话说，你得先得新冠肺炎，吃它才有用。一群没得新冠肺炎的人抢完了，真正需要的去哪儿买啊 我真服了 ​                ",1
2020年02月01日 03:21,4466996827464457,shannonZhang胜男,6145878897,0,0,2,"
                    #武汉市委书记回应协和医院缺不缺物资# 非典时期板蓝根以讹传讹，福岛核电站泄漏疯狂买盐，新冠病毒肺炎口罩涨价，双黄连脱销。在国内，万物皆可炒，大发国难财！前有108亿省长，后有一问三不知主任，再有就不发放物资红十，这次疫情真是把照妖镜，什么牛鬼蛇神都暴露了！人日背书带货？魔幻？为什么全世界供不起武汉？有的人真不能称之为人呐！像死了🐎一样。为一己私利，竟罔顾bai xing死活，大肆敛财！不怕遭报应么？求求您了！生而为人，请您善良！当个人吧！少吃些人血馒头！长太息以掩涕兮，哀民生… 2贵州省·黔南布依族苗族自治州 收起全文d
                ",0
2020年02月01日 02:58,4466990917378696,Mafiabj,1274296467,2,1,3,"
                    神评：你们就不懂了吧 这条新闻，一箭N雕，太高明了，怪不得这么多官媒接连转发。第一，相当于给患者安慰剂：那些没啥屁事，只是轻微感冒流鼻涕但是非要挤到医院测新冠肺炎的，直接给他开点双黄连，他连喝7天，感冒自愈后，他觉得肺炎好了，心头高兴。第二，医院减轻负担，把资源留给真正需要的患者，医生护士也松活些。第三，增加经济活力，大家明天就去药店抢双黄连。第四，刷一遍智商，大家从朋友圈里面对这条新闻的态度就晓得哪些是一路的哪些不是一路的了。  ZF高明啊！你们还是too young too naiveO这年头，双黄连都能跑出来收智商税了 收起全文d
                ",4.0
2020年02月01日 02:33,4466984798698435,桂榕茶苑绿绿,5958040340,0,0,1,"
                    2月1日简报微刊，星期六！在这里，60秒读懂世界！1、国家卫健委：截至1月30日24时，全国已累计报告新冠肺炎确诊病例9692例，累计死亡病例213例；2、最高检：疫情防控期间尽量不采取当面方式讯问犯罪嫌疑人；3、浙江：疫苗研发工作取得阶段性成果，已分离出10株病毒毒株；4、1月24日至30日，我国共进口疫情防控物资16139批次，其中5622.8万个口罩；5、火神山医院首批3台CT设备入驻，24小时内将完成安装调控；6、IMF：目前以任何精确方式量化疫情的经济影响还为时过早；7、中央应对疫情工作领导小组：同意湖北将春节假期适当延长；8、广东将确认疑似患者救治费用纳入医保，无需个人支付；9、国家发改委：全国粮食、食用油、蔬菜、食品等供应有保障；10、世卫组织建议新冠肺炎命名为2019-nCoV急性呼吸疾病；11、林郑月娥：从2月1日起，发烧症状旅客不获准登机；12、曹德旺捐款1亿元抗击肺炎疫情，从1983年到2019年，曹德旺个人累积捐款超110亿；【微语】一本书放床头，想有空了再读，结果一年了还没读。一件事要办，其实是想办，结果延期了一个月了还没有办。任何事情，都会被拖延到最后期限，到自己实在都看不下去了，然后以极低的质量仓促完成，还感叹人生好累。如果想到了就立刻着手去做，你会发现人生其实挺简单。 L桂榕茶苑绿绿的微博视频 收起全文d
                ",6.5
2020年02月01日 02:26,4466982872720455,我在云的旧梦里看你,3888250430,3,0,0,"
                    2020年1月1月只上了6天班，无聊的我在家胡乱画画。元旦的时候大家一起吃了火锅看（而且当晚收银员少收了钱很开心的逃了），之后又一起看电影算是一起跨年了，狂欢后的车总是不好打的，最终还是等到了一个好的哥（按打表的价格送我们回来的）。从19年的8月开始我练习瑜伽最终还获得了超越之星奖（据说时因为上课次数最多的人）还是蛮开心的，因为自己的坚持有了小范围的骄傲，但是肉肉一点也没有掉，不过我学会了很多瑜伽的修行。因为在家的时间很长所以我会做一些吃的来犒劳自己，顺便练一下手。14号的时候回家了，看见家里的橘子堆成山，脑袋都是懵的，而且还是帮人买的，缺心眼的老妈累的要死天天到处买裤子，最终在过年的前一天买的只剩13箱，（最开始300箱）。在过年前带弟弟去买衣服，我主张让他自己看，有喜欢的就去试，最终他还是钟意每家店的椅子。回家之后的柚子在一年以后终于尝到了人间欢乐撒欢了的跑，爪子身上全都是黑色的，我表示很嫌弃但是叶经不住它的撒娇。在1月的尾一家人在家里吃了一顿火锅。2019年的年尾是不平凡的，新冠肺炎在全国蔓延，导致这个年过的很冷淡，同时我也跟担心奶奶的心理状况，她和我讲了很多以前她小时候的故事还有她和爷爷的事，自己她是如何把4个孩子拉扯大的......不过讲的最多的还是和爷爷有关的事情这个长假好生陪伴家人 收起全文d
                ",29.0
